DATE,PM2.5,PM10,O3,CO,NO2,SO2,NH3,Temperature,Humidity,Pressure,AQI,SampleCount
22-08-2025,9.66,16.99,0.0,0.0,0.0,0.0,0.0,28.56,0.0,877.25,0.0,300
23-08-2025,11.12,20.11,0.0,0.0,0.0,0.0,0.0,28.72,0.0,883.9,0.0,24
25-08-2025,8.39,11.28,0.0,0.0,0.0,0.0,0.0,24.32,0.0,756.98,0.0,12
26-08-2025,8.4,12.28,0.0,0.0,0.0,0.0,0.0,32.36,0.0,899.04,0.0,139
29-08-2025,8.44,12.65,0.0,0.0,0.0,0.0,0.0,26.13,0.0,830.53,0.0,17
02-09-2025,7.99,18.13,0.0,0.0,0.0,0.0,0.0,31.32,0.0,941.99,0.0,138
10-09-2025,15.26,24.09,0.0,0.0,0.0,0.0,0.0,30.06,0.0,882.42,0.0,258
11-09-2025,15.21,21.73,0.0,0.0,0.0,0.0,0.0,33.63,0.0,955.61,0.0,115
12-09-2025,16.2,18.71,0.0,0.0,0.0,0.0,0.0,29.56,0.0,895.96,0.0,46
17-09-2025,29.32,32.37,0.0,0.0,0.0,0.0,0.0,28.24,0.0,906.75,0.0,225
18-09-2025,46.26,53.26,0.0,0.0,0.0,0.0,0.0,27.36,0.0,920.26,0.0,169
19-09-2025,32.45,36.06,0.0,0.0,0.0,0.0,0.0,28.56,0.0,941.51,0.0,219
20-09-2025,36.12,40.16,0.0,0.0,0.0,0.0,0.0,30.08,0.0,938.76,0.0,282
23-09-2025,26.48,29.35,0.0,0.0,0.0,0.0,0.0,27.03,0.0,933.51,0.0,219
24-09-2025,15.45,18.56,0.0,0.0,0.0,0.0,0.0,26.15,0.0,888.89,0.0,232
25-09-2025,28.18,33.82,0.0,0.0,0.0,0.0,0.0,26.85,0.0,893.06,0.0,235
26-09-2025,58.2,68.12,0.0,0.0,0.0,0.0,0.0,27.24,0.0,936.3,0.0,235
29-09-2025,30.75,36.7,0.0,0.0,0.0,0.0,0.0,27.14,0.0,881.17,0.0,235
30-09-2025,33.06,37.97,0.0,0.0,0.0,0.0,0.0,30.78,0.0,932.22,0.0,341
03-10-2025,26.51,29.12,0.0,0.0,0.0,0.0,0.0,29.42,0.0,899.48,0.0,226
04-10-2025,27.42,30.78,0.0,0.0,0.0,0.0,0.0,28.33,0.0,876.35,0.0,223
